zone,datetime,createdAt,updatedAt,value,unit,source,isEstimated,estimationMethod
DE,2025-01-01 00:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:22.806Z,40773.54857580829,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 01:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:22.806Z,44414.20963873163,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 02:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:38.882Z,31637.13336463736,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 03:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:22.806Z,34121.70274772354,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 04:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:38.882Z,47639.2560274289,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 05:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:38.882Z,35135.36298125008,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 06:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:38.882Z,44121.66953597164,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 07:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:22.806Z,35945.2748722076,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 08:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:22.806Z,51993.62262268803,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 09:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:22.806Z,34758.78687899424,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 10:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:22.806Z,45024.1883686217,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 11:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:38.882Z,44585.86492391106,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 12:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:38.882Z,36718.34806906991,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 13:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:38.882Z,53359.01760361078,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 14:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:38.882Z,50693.74790549193,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 15:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:38.882Z,53621.158669418415,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 16:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:38.882Z,48093.66853517829,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 17:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:38.882Z,47307.225210155935,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 18:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:38.882Z,62877.40578751788,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 19:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:38.882Z,55464.83198182645,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 20:00:00+00:00,2025-06-19T14:35:47.033Z,2026-01-08T12:13:38.882Z,55945.15889139423,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 21:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:38.882Z,46927.64421586746,MW,MEASURED,True,SANDBOX_MODE_DATA
DE,2025-01-01 22:00:00+00:00,2025-06-19T14:36:15.406Z,2026-01-08T12:13:22.806Z,36532.2109991424,MW,MEASURED,True,SANDBOX_MODE_DATA
