zone,datetime,createdAt,updatedAt,value,unit,source,isEstimated,estimationMethod
DE,2024-01-01 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,955629.8622460639,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-02 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1302643.8075066404,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-03 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1001563.1851597156,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-04 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1095215.9537494346,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-05 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1534827.1596080053,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-06 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1014046.5086052404,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-07 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1247187.9317639945,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-08 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1236034.6802930473,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-09 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1796714.5237952014,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-10 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1156567.869291942,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-11 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1451966.609590733,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-12 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1391711.2073309035,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-13 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1017044.5160497059,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-14 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1413707.0011628557,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-15 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1556186.887402967,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-16 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1602024.6158608308,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-17 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1384277.9491811444,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-18 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1345482.2389163529,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-19 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1857279.9583569884,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-20 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1484231.7161820251,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-21 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1472369.844757903,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-22 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1510847.184547428,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-23 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1238118.890796477,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-24 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1608980.8116847442,MWh,MEASURED,True,SANDBOX_MODE_DATA
DE,2024-01-25 00:00:00+00:00,2025-11-06T11:15:07.949Z,2025-11-17T10:19:01.960Z,1105432.425512842,MWh,MEASURED,True,SANDBOX_MODE_DATA
